"plot";"abbr";"layer";"cov";"voucher.flag";"voucher";"sheets";"history"
"tg17a";"rume acet osa";"hl";"+";;;;" | Changed rume acet To rume acet osa 2012-11-27 16:08:04"
"tg17a";"salv prat prat";"hl";"1";;;;" | Changed salv prat To salv prat prat 2012-11-27 16:08:04"
"tg17a";"sile vulg vulg";"hl";"+";;;;" | Changed sile vulg v To sile vulg vulg 2012-11-27 16:08:04"
"tg17a";"tara sect rude";"hl";"+";;;;" | Changed tara offi To tara sect rude 2012-11-27 16:08:04"
"tg17a";"thym pule pule";"hl";"+";;;;" | Changed thym pule To thym pule pule 2012-11-27 16:08:04"
"tg17a";"trif medi medi";"hl";"+";;;;" | Changed trif medi To trif medi medi 2012-11-27 16:08:06"
"tg17a";"trif prat prat";"hl";"1";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg17a";"trif repe repe";"hl";"1";;;;
"tg17a";"tris flav flav";"hl";"+";;;;" | Changed tris flav To tris flav flav 2012-11-27 16:08:04"
"tg17a";"vero cham cham";"hl";"+";;;;" | Changed vero cham c To vero cham cham 2012-11-27 16:08:04"
"tg18a";"achi mill aggr";"hl";"+";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg18a";"agro capi";"hl";"+";;;;" | Changed agro tenu To agro capi 2012-11-27 16:08:03"
"tg18a";"aqui atra";"hl";"+";;;;
"tg18a";"aspe cyna";"hl";"r";;;;
"tg18a";"astr majo";"hl";"+";;;;
"tg18a";"berb vulg";"hl";"+";;;;
"tg18a";"berb vulg";"sl";"+";;;;
"tg18a";"brac rupe";"hl";"2a";;;;
"tg18a";"buph sali";"hl";"+";;;;
"tg18a";"cala vari";"hl";"+";;;;
"tg18a";"call vulg";"hl";"+";;;;
"tg18a";"camp glom";"hl";"+";;;;
"tg18a";"camp sche";"hl";"+";;;;
"tg18a";"care alba";"hl";"1";;;;
"tg18a";"care flac";"hl";"+";;;;
"tg18a";"care mont";"hl";"1";;;;
"tg18a";"carl vulg vulg";"hl";"+";;;;" | Changed carl vulg To carl vulg vulg 2012-11-27 16:08:03"
"tg18a";"dant decu decu";"hl";"+";;;;" | Changed dant decu To dant decu decu 2012-11-27 16:08:05"
"tg18a";"epip hell slat";"hl";"+";;;;" | Changed epip hell To epip hell slat 2012-11-27 16:08:03"
"tg18a";"eric carn";"hl";"2b";;;;" | Changed eric herb To eric carn 2012-11-27 16:08:03"
"tg18a";"frag vesc";"hl";"2m";;;;
"tg18a";"fran alnu";"hl";"+";;;;
"tg18a";"fran alnu";"sl";"+";;;;
"tg18a";"gali bore";"hl";"1";;;;
"tg18a";"gali luci";"hl";"+";;;;
"tg18a";"gali veru";"hl";"+";;;;
"tg18a";"good repe";"hl";"+";;;;
"tg18a";"hier bifi";"hl";"+";;;;
"tg18a";"hylo sple";"ml";"2a";;;;
"tg18a";"juni comm comm";"hl";"2m";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg18a";"juni comm comm";"sl";"2b";;;;" | Changed juni comm c To juni comm comm 2012-11-27 16:08:03"
"tg18a";"knau arve arve";"hl";"+";;;;" | Changed knau arve To knau arve arve 2012-11-27 16:08:04"
"tg18a";"knau maxi";"hl";"+";;;;" | Changed knau dips To knau maxi 2012-11-27 16:08:06"
"tg18a";"lari deci deci";"tl";"+";;;;" | Changed lari deci To lari deci deci 2012-11-27 16:08:03"
"tg18a";"lath prat prat";"hl";"+";;;;" | Changed lath prat To lath prat prat 2012-11-27 16:08:04"
"tg18a";"leon hisp slat";"hl";"+";;;;" | Changed leon hisp To leon hisp slat 2012-11-27 16:08:04"
"tg18a";"ligu vulg";"hl";"+";;;;
"tg18a";"lotu corn";"hl";"+";;;;
"tg18a";"mela sylv";"hl";"+";;;;
"tg18a";"meli nuta";"hl";"+";;;;
"tg18a";"moli caer aggr";"hl";"+";;;;" | Changed moli caer a To moli caer aggr 2012-11-27 16:08:05"
"tg18a";"cerv rivi";"hl";"+";;;;" | Changed peuc cerv To cerv rivi 2012-11-27 16:08:06"
"tg18a";"peuc oreo";"hl";"1";;;;
"tg18a";"phyt orbi";"hl";"+";;;;
"tg18a";"pice abie";"hl";"+";;;;
"tg18a";"pice abie";"tl";"+";;;;
"tg18a";"pimp saxi slat";"hl";"+";;;;" | Changed pimp saxi To pimp saxi slat 2012-11-27 16:08:06"
"tg18a";"pinu sylv";"tl";"4";;;;
"tg18a";"plan lanc";"hl";"+";;;;
"tg18a";"plan medi";"hl";"1";;;;
"tg18a";"plat bifo";"hl";"+";;;;
"tg18a";"pleu schr";"ml";"1";;;;
"tg18a";"poa nemo";"hl";"+";;;;
"tg18a";"poly cham";"hl";"1";;;;
"tg18a";"pote erec";"hl";"1";;;;
"tg18a";"prun gran";"hl";"1";;;;
"tg18a";"prun vulg";"hl";"+";;;;
"tg18a";"pter aqui";"hl";"+";;;;
"tg18a";"ranu nemo";"hl";"+";;;;
"tg18a";"rhyt triq";"ml";"3";;;;
"tg18a";"rosa arve";"hl";"+";;;;
"tg18a";"sang mino mino";"hl";"+";;;;" | Changed sang mino mi To sang mino mino 2012-11-27 16:08:06"
"tg18a";"scab colu";"hl";"+";;;;
"tg18a";"sesl caer";"hl";"2m";;;;" | Changed sesl vari To sesl caer 2012-11-27 16:08:05"
"tg18a";"succ prat";"hl";"+";;;;
"tg18a";"thym pule pule";"hl";"+";;;;" | Changed thym pule To thym pule pule 2012-11-27 16:08:04"
"tg18a";"trif medi medi";"hl";"+";;;;" | Changed trif medi To trif medi medi 2012-11-27 16:08:06"
"tg18a";"trif mont mont";"hl";"+";;;;" | Changed trif mont To trif mont mont 2012-11-27 16:08:06"
"tg18a";"trif prat prat";"hl";"+";;;;" | Changed trif prat p To trif prat prat 2012-11-27 16:12:27"
"tg18a";"vacc viti";"hl";"+";;;;
"tg18a";"vibu lant";"hl";"+";;;;
"tg18a";"viol hirt";"hl";"+";;;;
"tg18a";"visc laxu laxu";"tl";"+";;;;" | Changed visc laxu To visc laxu laxu 2012-11-27 16:08:06"
"tg18b";"acer pseu";"hl";"+";;;;
"tg18b";"achi mill aggr";"hl";"+";;;;" | Changed achi mill m To achi mill aggr 2012-11-27 16:08:03"
"tg18b";"agro capi";"hl";"+";;;;" | Changed agro tenu To agro capi 2012-11-27 16:08:03"
"tg18b";"anth ramo";"hl";"+";;;;
"tg18b";"anth vuln slat";"hl";"+";;;;" | Changed anth vuln To anth vuln slat 2012-11-27 16:08:03"
"tg18b";"aqui atra";"hl";"+";;;;
"tg18b";"aspe cyna";"hl";"+";;;;
